year,rank,university,budget_original,budget_unit,budget_yi_yuan,source_image,source_url,extraction_method,verified,notes,group
2019,28,大连理工大学,59.52亿元,亿元,59.52,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,,985
2019,29,西北农林科技大学,39.84亿元,亿元,39.84,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,,985
2019,30,华东师范大学,62.38亿元,亿元,62.38,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,,985
2019,31,电子科技大学,60.51亿元,亿元,60.51,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,,985
2019,34,湖南大学,45.56亿元,亿元,45.56,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,,985
2019,36,中国农业大学,56.20亿元,亿元,56.2,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,,985
2020,1,清华大学,310.72亿元,亿元,310.72,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,2,浙江大学,216.20亿元,亿元,216.2,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,3,北京大学,191.08亿元,亿元,191.08,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,4,中山大学,186.93亿元,亿元,186.93,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,5,上海交通大学,164.90亿元,亿元,164.9,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,6,复旦大学,136.21亿元,亿元,136.21,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,7,山东大学,115.29亿元,亿元,115.29,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,8,华中科技大学,113.61亿元,亿元,113.61,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,9,东南大学,104.39亿元,亿元,104.39,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,10,西安交通大学,101.16亿元,亿元,101.16,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,11,武汉大学,98.59亿元,亿元,98.59,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,12,四川大学,98.55亿元,亿元,98.55,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,13,吉林大学,95.31亿元,亿元,95.31,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,14,同济大学,94.95亿元,亿元,94.95,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,15,天津大学,87.57亿元,亿元,87.57,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,16,北京师范大学,86.35亿元,亿元,86.35,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,17,中南大学,81.84亿元,亿元,81.84,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,18,华南理工大学,81.83亿元,亿元,81.83,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,19,南京大学,79.29亿元,亿元,79.29,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,20,中国人民大学,74.42亿元,亿元,74.42,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,21,厦门大学,72.83亿元,亿元,72.83,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,22,电子科技大学,68.50亿元,亿元,68.5,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,23,大连理工大学,65.26亿元,亿元,65.26,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,24,华东师范大学,62.78亿元,亿元,62.78,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,25,南开大学,62.65亿元,亿元,62.65,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,26,重庆大学,58.92亿元,亿元,58.92,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,29,湖南大学,54.67亿元,亿元,54.67,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,30,中国农业大学,53.96亿元,亿元,53.96,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,31,兰州大学,52.57亿元,亿元,52.57,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,37,中国海洋大学,45.39亿元,亿元,45.39,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2020,42,西北农林科技大学,41.61亿元,亿元,41.61,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,,985
2021,1,清华大学,317.28亿元,亿元,317.28,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,2,浙江大学,228.16亿元,亿元,228.16,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,3,北京大学,221.34亿元,亿元,221.34,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,4,中山大学,198.55亿元,亿元,198.55,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,5,上海交通大学,175.65亿元,亿元,175.65,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,6,复旦大学,141.62亿元,亿元,141.62,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,7,山东大学,118.08亿元,亿元,118.08,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,8,华中科技大学,116.33亿元,亿元,116.33,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,9,西安交通大学,114.68亿元,亿元,114.68,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,10,东南大学,113.92亿元,亿元,113.92,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,11,同济大学,107.04亿元,亿元,107.04,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,12,武汉大学,106.44亿元,亿元,106.44,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,13,四川大学,101.76亿元,亿元,101.76,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,14,吉林大学,98.36亿元,亿元,98.36,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,15,北京师范大学,87.85亿元,亿元,87.85,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,16,中南大学,87.70亿元,亿元,87.7,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,17,厦门大学,86.81亿元,亿元,86.81,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,18,南京大学,86.39亿元,亿元,86.39,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
2021,19,华南理工大学,83.18亿元,亿元,83.18,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,,985
