year,rank,university,annual_budget_yi_yuan,current_year_income_yi_yuan,income_total_yi_yuan,annual_income_total_yi_yuan,annual_expenditure_total_yi_yuan,prior_year_budget_yi_yuan,change_yi_yuan,change_ratio,fiscal_appropriation_income_yi_yuan,fiscal_appropriation_ratio,department,province,source_image,source_url,extraction_method,verified,notes
2020,34,北京科技大学,49.14,,,,,47.44,1.70,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,35,西南大学,48.80,,,,,44.37,1.00,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,36,西安电子科技大学,47.95,,,,,46.43,1.52,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,37,中国海洋大学,45.39,,,,,37.84,7.55,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,38,河海大学,44.54,,,,,38.53,6.01,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,39,中国石油大学（华东）,43.48,,,,,42.25,1.23,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,40,中国地质大学（武汉）,42.31,,,,,41.79,0.52,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,41,中国石油大学（北京）,42.30,,,,,42.75,-0.45,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,42,西北农林科技大学,41.61,,,,,39.80,,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,43,中国矿业大学,40.16,,,,,40.66,-0.50,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,44,长安大学,37.77,,,,,35.43,2.34,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,45,华东理工大学,37.68,,,,,36.89,0.79,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,46,江南大学,36.44,,,,,36.55,-0.11,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,47,华中农业大学,35.64,,,,,36.25,-0.61,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,48,南京农业大学,34.13,,,,,34.86,-0.73,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,49,华中师范大学,33.64,,,,,31.70,1.94,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,50,合肥工业大学,33.48,,,,,32.49,0.99,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,52,陕西师范大学,29.04,,,,,29.42,-0.38,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,53,东北师范大学,28.34,,,,,29.16,-0.82,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,54,北京化工大学,26.61,,,,,30.54,-3.93,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,55,北京中医药大学,26.02,,,,,28.80,-2.78,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,56,东华大学,25.25,,,,,24.00,1.25,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,57,中国药科大学,25.08,,,,,21.92,3.16,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,58,中国地质大学（北京）,24.08,,,,,25.22,-1.14,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,59,华北电力大学（北京）,23.72,,,,,23.19,0.53,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,61,中南财经政法大学,22.74,,,,,19.57,3.17,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,62,北京林业大学,22.47,,,,,21.41,1.06,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,63,西南财经大学,19.65,,,,,1.08,,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,64,中国矿业大学（北京）,19.30,,,,,18.30,1.00,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,65,中央财经大学,18.86,,,,,15.99,2.87,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,66,东北林业大学,18.20,,,,,18.69,-0.49,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,67,上海财经大学,17.90,,,,,17.90,0.00,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,68,中国政法大学,17.06,,,,,16.93,0.13,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,69,对外经济贸易大学,16.58,,,,,17.18,-0.60,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,70,北京外国语大学,14.93,,,,,14.78,0.15,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,71,北京语言大学,13.02,,,,,12.30,1.00,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,72,上海外国语大学,12.88,,,,,13.40,-0.52,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,73,华北电力大学（保定）,10.17,,,,,10.18,-0.01,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,74,中央美术学院,9.14,,,,,9.02,0.12,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,75,中央音乐学院,7.11,,,,,7.18,-0.07,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,76,中央戏剧学院,4.23,,,,,4.86,-0.63,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2021,1,清华大学,317.28,,,,,,6.57,2.11%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,2,浙江大学,228.16,,,,,,11.96,5.53%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,3,北京大学,221.34,,,,,,30.26,15.84%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,4,中山大学,198.55,,,,,,11.61,6.21%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,5,上海交通大学,175.65,,,,,,10.75,6.52%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,6,复旦大学,141.62,,,,,,5.41,3.97%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,7,山东大学,118.08,,,,,,2.79,2.42%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,8,华中科技大学,116.33,,,,,,2.72,2.39%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,9,西安交通大学,114.68,,,,,,13.52,13.36%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,10,东南大学,113.92,,,,,,12.08,9.12%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,11,同济大学,107.04,,,,,,12.73,12.73%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,12,武汉大学,106.44,,,,,,7.85,7.96%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,13,四川大学,101.76,,,,,,3.21,3.25%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,14,吉林大学,98.36,,,,,,3.05,3.20%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,15,北京师范大学,87.85,,,,,,1.51,1.74%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,16,中南大学,87.70,,,,,,5.86,7.16%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,17,厦门大学,86.81,,,,,,13.98,19.20%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,18,南京大学,86.39,,,,,,7.10,8.95%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,19,华南理工大学,83.18,,,,,,1.34,1.64%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,20,中国人民大学,78.06,,,,,,3.64,4.88%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,21,天津大学,76.01,,,,,,-11.56,-13.20%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,22,大连理工大学,72.16,,,,,,6.90,10.57%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,23,电子科技大学,71.48,,,,,,2.97,4.34%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,24,重庆大学,67.21,,,,,,8.29,14.07%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,25,华东师范大学,65.17,,,,,,2.39,3.81%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,26,武汉理工大学,60.94,,,,,,3.74,6.54%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,27,中国农业大学,60.05,,,,,,6.10,11.30%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,28,湖南大学,58.44,,,,,,3.77,6.89%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,29,南开大学,57.74,,,,,,-4.90,-7.83%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,30,北京交通大学,55.93,,,,,,-2.72,-4.64%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,31,北京科技大学,54.53,,,,,,5.39,10.96%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,32,东北大学,54.49,,,,,,3.03,5.89%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,33,西安电子科技大学,51.78,,,,,,3.83,7.98%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,34,西南交通大学,51.42,,,,,,2.15,4.35%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,35,兰州大学,49.84,,,,,,-2.73,-5.19%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,36,西南大学,49.08,,,,,,0.28,0.57%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,37,河海大学,47.31,,,,,,2.78,6.24%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,38,中国石油大学（华东）,45.90,,,,,,2.42,5.57%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,39,西北农林科技大学,45.55,,,,,,3.94,9.48%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,40,中国海洋大学,45.13,,,,,,-0.27,-0.59%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,41,中国石油大学（北京）,43.07,,,,,,0.77,1.82%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,42,中国矿业大学,41.34,,,,,,1.18,2.94%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,43,中国地质大学（武汉）,41.15,,,,,,-1.16,-2.74%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,44,北京邮电大学,39.14,,,,,,9.98,34.22%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,45,华东理工大学,37.39,,,,,,-0.29,-0.77%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,46,华中农业大学,37.30,,,,,,1.66,4.65%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,47,华北电力大学,37.15,,,,,,3.27,9.64%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,48,江南大学,36.48,,,,,,0.04,0.11%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,49,合肥工业大学,36.18,,,,,,2.71,8.09%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,50,长安大学,35.71,,,,,,-2.06,-5.46%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,51,华中师范大学,34.06,,,,,,0.42,1.24%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,52,南京农业大学,33.05,,,,,,-1.08,-3.18%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,53,陕西师范大学,31.87,,,,,,2.83,9.74%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,54,北京化工大学,29.34,,,,,,2.74,10.28%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,55,东北师范大学,28.73,,,,,,0.39,1.37%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,56,北京中医药大学,28.35,,,,,,2.33,8.97%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,57,东华大学,27.60,,,,,,2.36,9.34%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,58,中国药科大学,26.48,,,,,,1.40,5.58%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,59,中国传媒大学,25.35,,,,,,2.01,8.61%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,60,中国地质大学（北京）,24.97,,,,,,0.89,3.69%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,61,中国矿业大学（北京）,23.02,,,,,,3.72,19.30%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,62,北京林业大学,22.29,,,,,,-0.18,-0.82%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,63,中南财经政法大学,21.01,,,,,,-1.73,-7.60%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,64,中央财经大学,20.51,,,,,,1.65,8.75%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,65,西南财经大学,19.98,,,,,,0.33,1.66%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,66,上海财经大学,19.89,,,,,,1.99,11.09%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,67,中国政法大学,18.78,,,,,,1.72,10.07%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,68,东北林业大学,18.21,,,,,,0.01,0.05%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,69,对外经济贸易大学,17.55,,,,,,0.98,5.88%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,70,上海外国语大学,15.28,,,,,,2.40,18.63%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,71,北京外国语大学,13.99,,,,,,-0.94,-6.30%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,72,北京语言大学,11.69,,,,,,1.33,-10.24%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,73,中央美术学院,8.99,,,,,,,,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,当前原图只抽取年度预算列; 收入/支出列为空; OCR行内混入中央音乐学院; 按上下文拆分
2021,73,中央音乐学院,8.99,,,,,,-0.15,-1.62%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2021,75,中央戏剧学院,3.94,,,,,,-0.29,-6.92%,,,,,2021.png,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,paddleocr_row,False,
2022,2,浙江大学,261.03,160.13,,,,,,,,,教育部,浙江省,2022.jpg,,paddleocr_strip,False,
2022,3,北京大学,219.29,160.10,,,,,,,,,教育部,北京市,2022.jpg,,paddleocr_strip,False,
2022,4,上海交通大学,204.20,153.11,,,,,,,,,教育部,上海市,2022.jpg,,paddleocr_strip,False,
2022,5,中山大学,193.05,129.66,,,,,,,,,教育部,广东省,2022.jpg,,paddleocr_strip,False,
2022,6,复旦大学,171.55,97.23,,,,,,,,,教育部,上海市,2022.jpg,,paddleocr_strip,False,
2022,10,西安交通大学,133.72,84.87,,,,,,,,,教育部,陕西省,2022.jpg,,paddleocr_strip,False,
2022,11,山东大学,130.65,94.52,,,,,,,,,教育部,山东省,2022.jpg,,paddleocr_strip,False,
2022,12,华中科技大学,129.84,86.00,,,,,,,,,教育部,湖北省,2022.jpg,,paddleocr_strip,False,
2022,13,同济大学,119.51,81.19,,,,,,,,,教育部,上海市,2022.jpg,,paddleocr_strip,False,
2022,14,东南大学,119.03,82.77,,,,,,,,,教育部,江苏省,2022.jpg,,paddleocr_strip,False,
2022,15,武汉大学,118.93,76.61,,,,,,,,,教育部,湖北省,2022.jpg,,paddleocr_strip,False,
2022,17,四川大学,110.12,67.87,,,,,,,,,教育部,四川省,2022.jpg,,paddleocr_strip,False,
2022,18,厦门大学,107.10,79.61,,,,,,,,,教育部,福建省,2022.jpg,,paddleocr_strip,False,
2022,20,吉林大学,103.93,73.80,,,,,,,,,教育部,吉林省,2022.jpg,,paddleocr_strip,False,
2022,21,北京师范大学,98.97,71.57,,,,,,,,,教育部,北京市,2022.jpg,,paddleocr_strip,False,
2022,22,中南大学,96.00,60.74,,,,,,,,,教育部,湖南省,2022.jpg,,paddleocr_strip,False,
2022,23,南京大学,93.47,60.77,,,,,,,,,教育部,江苏省,2022.jpg,,paddleocr_strip,False,
2022,24,华南理工大学,92.20,57.47,,,,,,,,,教育部,广东省,2022.jpg,,paddleocr_strip,False,
2022,25,天津大学,84.55,53.11,,,,,,,,,教育部,天津市,2022.jpg,,paddleocr_strip,False,
2022,26,大连理工大学,82.25,57.34,,,,,,,,,教育部,辽宁省,2022.jpg,,paddleocr_strip,False,
2022,27,中国人民大学,79.99,59.78,,,,,,,,,教育部,北京市,2022.jpg,,paddleocr_strip,False,
2022,28,重庆大学,75.47,52.94,,,,,,,,,教育部,重庆市,2022.jpg,,paddleocr_strip,False,
2022,29,电子科技大学,72.86,51.94,,,,,,,,,教育部,四川省,2022.jpg,,paddleocr_strip,False,
2022,32,华东师范大学,67.35,50.16,,,,,,,,,教育部,上海市,2022.jpg,,paddleocr_strip,False,
2022,33,武汉理工大学,65.84,49.45,,,,,,,,,教育部,湖北省,2022.jpg,,paddleocr_strip,False,
2022,34,湖南大学,64.17,45.31,,,,,,,,,教育部,湖南省,2022.jpg,,paddleocr_strip,False,
2022,36,中国农业大学,63.47,45.73,,,,,,,,,教育部,北京市,2022.jpg,,paddleocr_strip,False,
2022,37,东北大学,62.04,45.30,,,,,,,,,教育部,辽宁省,2022.jpg,,paddleocr_strip,False,
2022,38,西安电子科技大学,60.56,39.90,,,,,,,,,教育部,陕西省,2022.jpg,,paddleocr_strip,False,
2022,39,南开大学,60.52,48.03,,,,,,,,,教育部,天津市,2022.jpg,,paddleocr_strip,False,
2022,40,北京交通大学,57.79,34.81,,,,,,,,,教育部,北京市,2022.jpg,,paddleocr_strip,False,
2022,42,兰州大学,55.17,37.59,,,,,,,,,教育部,甘肃省,2022.jpg,,paddleocr_strip,False,
2022,43,中国海洋大学,55.08,36.03,,,,,,,,,教育部,山东省,2022.jpg,,paddleocr_strip,False,
2022,45,北京科技大学,54.79,34.83,,,,,,,,,教育部,北京市,2022.jpg,,paddleocr_strip,False,
2022,46,西南交通大学,54.46,40.86,,,,,,,,,教育部,四川省,2022.jpg,,paddleocr_strip,False,
2022,47,西南大学,51.32,40.13,,,,,,,,,教育部,重庆市,2022.jpg,,paddleocr_strip,False,
2022,48,河海大学,50.49,32.57,,,,,,,,,教育部,江苏省,2022.jpg,,paddleocr_strip,False,
2022,50,中国石油大学（华东）,48.85,,,,,,,,,,,,2022.jpg,,paddleocr_strip,False,当前原图只抽取年度预算列; 收入/支出列为空; 主管部门=教育部
2022,51,中国地质大学（武汉）,46.41,,,,,,,,,,,,2022.jpg,,paddleocr_strip,False,当前原图只抽取年度预算列; 收入/支出列为空; 主管部门=教育部
2022,52,西北农林科技大学,46.40,35.46,,,,,,,,,教育部,陕西省,2022.jpg,,paddleocr_strip,False,
2022,54,北京邮电大学,45.13,26.37,,,,,,,,,教育部,北京市,2022.jpg,,paddleocr_strip,False,
2022,55,江南大学,44.86,29.57,,,,,,,,,教育部,江苏省,2022.jpg,,paddleocr_strip,False,
2022,56,中国石油大学（北京）,44.86,,,,,,,,,,,,2022.jpg,,paddleocr_strip,False,当前原图只抽取年度预算列; 收入/支出列为空; 主管部门=教育部
2022,57,中国矿业大学,43.62,27.99,,,,,,,,,教育部,江苏省,2022.jpg,,paddleocr_strip,False,
2022,58,华东理工大学,42.81,30.38,,,,,,,,,教育部,上海市,2022.jpg,,paddleocr_strip,False,
2022,59,华中农业大学,42.29,28.13,,,,,,,,,教育部,湖北省,2022.jpg,,paddleocr_strip,False,
2022,60,华北电力大学,41.97,30.78,,,,,,,,,教育部,北京市,2022.jpg,,paddleocr_strip,False,
2022,61,长安大学,41.37,31.75,,,,,,,,,教育部,陕西省,2022.jpg,,paddleocr_strip,False,
2022,62,合肥工业大学,39.55,26.55,,,,,,,,,教育部,安徽省,2022.jpg,,paddleocr_strip,False,
2022,67,陕西师范大学,37.36,28.26,,,,,,,,,教育部,陕西省,2022.jpg,,paddleocr_strip,False,
2022,73,南京农业大学,33.61,26.18,,,,,,,,,教育部,江苏省,2022.jpg,,paddleocr_strip,False,
2022,75,东华大学,33.34,21.48,,,,,,,,,教育部,上海市,2022.jpg,,paddleocr_strip,False,
2022,77,北京中医药大学,32.61,27.53,,,,,,,,,教育部,北京市,2022.jpg,,paddleocr_strip,False,
2022,78,北京化工大学,32.30,20.41,,,,,,,,,教育部,北京市,2022.jpg,,paddleocr_strip,False,
2022,87,东北师范大学,29.89,26.26,,,,,,,,,教育部,吉林省,2022.jpg,,paddleocr_strip,False,
2022,88,中国药科大学,28.46,18.68,,,,,,,,,教育部,江苏省,2022.jpg,,paddleocr_strip,False,
2022,89,中国地质大学（北京）,27.63,,,,,,,,,,,,2022.jpg,,paddleocr_strip,False,当前原图只抽取年度预算列; 收入/支出列为空; 主管部门=教育部
2022,90,中国传媒大学,26.73,20.68,,,,,,,,,教育部,北京市,2022.jpg,,paddleocr_strip,False,
2022,96,北京林业大学,24.66,15.56,,,,,,,,,教育部,北京市,2022.jpg,,paddleocr_strip,False,
2023,1,清华大学,410.93,285.68,410.93,,,,,,,,,,2023.webp,https://cacsc.com.cn/2024/2023年教育部直属高校预算汇总.html?utm_source=chatgpt.com,paddleocr_strip,False,
2023,2,浙江大学,309.01,177.52,309.01,,,,,,,,,,2023.webp,https://cacsc.com.cn/2024/2023年教育部直属高校预算汇总.html?utm_source=chatgpt.com,paddleocr_strip,False,
2023,3,上海交通大学,265.16,179.96,265.16,,,,,,,,,,2023.webp,https://cacsc.com.cn/2024/2023年教育部直属高校预算汇总.html?utm_source=chatgpt.com,paddleocr_strip,False,
2023,4,北京大学,222.47,150.90,222.47,,,,,,,,,,2023.webp,https://cacsc.com.cn/2024/2023年教育部直属高校预算汇总.html?utm_source=chatgpt.com,paddleocr_strip,False,
2023,5,中山大学,197.14,131.18,197.14,,,,,,,,,,2023.webp,https://cacsc.com.cn/2024/2023年教育部直属高校预算汇总.html?utm_source=chatgpt.com,paddleocr_strip,False,
2023,6,复旦大学,178.69,99.04,178.69,,,,,,,,,,2023.webp,https://cacsc.com.cn/2024/2023年教育部直属高校预算汇总.html?utm_source=chatgpt.com,paddleocr_strip,False,
